file	child	age	role	person	token	chuj_full	spanish	function	notes
CY120711.txt	Yeseña	2;0.22	child	1PL	kob'itz'och	kob'itz'och ko'och.	torteamos nuestra tortilla.	poss	Spanish contains possessive: "nuestra"
CY120711.txt	Yeseña	2;0.22	child	3SG	yo'ol	yo'ol k'o'ol.	alimento o comida.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yelxo	yelxo k'olal.	mucho.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	koyamlaj	weno manh ol koyamlaj.	bueno no lo vamos ha tocar.	erg	Spanish contains verbal cue: "vamos"
CY120711.txt	Yeseña	2;0.22	child	1PL	konhach	konhach.	vamos.	erg	Spanish contains verbal cue: "vamos"
CY120711.txt	Yeseña	2;0.22	child	2SG	hakot	hakot hinmanasan.	damelo mi manzana.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinmanasan	hakot hinmanasan.	damelo mi manzana.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	3SG	yune	te' yune' mexa.	mesita.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	kochay	nok' kochay.	nuestro pescado.	poss	Spanish contains possessive: "nuestro"
CY120711.txt	Yeseña	2;0.22	child	3SG	yama	yama'.	toca o tocar.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1PL	kok'enchen	kok'enchen ni'.	nuestra olla metal ve.	poss	Spanish contains possessive: "nuestra"
CY120711.txt	Yeseña	2;0.22	child	1PL	kotek	kotek.	nuestra comida.	poss	Spanish contains possessive: "nuestra"
CY120711.txt	Yeseña	2;0.22	child	2SG	hanhb'al	tzuk' hanhb'al.	tomas tu medicina.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	1PL	konun	nulej ix konun chi' jun.	hermana nuestra madre pues.	poss	Spanish contains possessive: "nuestra"
CY120711.txt	Yeseña	2;0.22	child	3SG	yune	yune' xila.	pequeña silla.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hintek	hintek', hintek'.	mi comida, mi comida.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	1SG	hintek	hintek', hintek'.	mi comida, mi comida.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	1SG	hintek	hintek' Ewin.	mi comida E.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	1PL	konholob	konholob'.	nuestro huevo.	poss	Spanish contains possessive: "nuestro"
CY120711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok'.	es el (se refiere al hhuevo).	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yama	yama'.	agarrá.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yo'och	yo'och.	su tortilla.	poss	Spanish contains possessive: "su"
CY120711.txt	Yeseña	2;0.22	child	3SG	snholob	nok' snholob' ix Yadira.	el huevo de Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	nok' snholob' ix Yadira.	el huevo de Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	hihi ni' ix Yadira.	¡eh! mira ha Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yama	yama'.	agarrá.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yama	yama'.	agarra.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	1SG	hinnholob	b'ajay nok´hinnholob', ak'jak hinnholob'.	donde esta mi huevo, dame un poco de huevo.	poss	Spanish contains possessive: "mi"
CY120711.txt	Yeseña	2;0.22	child	2SG	hatek	ni' hatek	ten tu comida.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira hatek.	Yadira tu comida.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	2SG	hatek	Yadira hatek.	Yadira tu comida.	poss	Spanish contains possessive: "tu"
CY120711.txt	Yeseña	2;0.22	child	3SG	yadira	Yadira.	Yadira.	ambiguous	no possessive or verbal signal detected
CY120711.txt	Yeseña	2;0.22	child	3SG	yolonhte	en la Aldea Yolonhte'.	ta' Yolonhte'.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yulch'en	yulch'en.	Aldea Yulch'en.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hawinh	hawinh.	es él.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hayek	hayek' ix t'a Yulch'en.	ella se encuentra en Yulch'en.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yulch'en	hayek' ix t'a Yulch'en.	ella se encuentra en Yulch'en.	erg	Spanish contains verbal cue: "ella se"
CY260711.txt	Yeseña	2;0.22	child	2SG	hakape	ni te' hakape.	ten o tenga tú café.	erg	Spanish contains verbal cue: "tú café"
CY260711.txt	Yeseña	2;0.22	child	3SG	yadira	ni Yadira.	ten Yadira.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok' pech.	es un pato.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok' jirafa.	es una jirafa.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kokatzitz	ni te' kokatzitz tik.	aquí estan nuestras leñas.	poss	Spanish contains possessive: "nuestras"
CY260711.txt	Yeseña	2;0.22	child	3SG	sjawi	mata ix Ewin sjawi.	no ha llegado E todavia.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kob'ikel	kob'ikel kuk'ab'.	vamos a lavar nuestros platos.	ambiguous	poss signal (True) + verb signal
CY260711.txt	Yeseña	2;0.22	child	2SG	hatas	hatas jun hinb'ika'.	era eso que yo lavé.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1SG	hinb'ika	hatas jun hinb'ika'.	era eso que yo lavé.	erg	Spanish contains verbal cue: "yo lavé"
CY260711.txt	Yeseña	2;0.22	child	2SG	hab'i	hab'i tzinach Lusin.	oí, silencio Lucía.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	syak	tas syak' ix Katal t'ayach.	que es lo que Catarina te dá.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yune	ix yune' ix Malin Tatey.	la hija de María.	erg	Spanish contains verbal cue: "la hija"
CY260711.txt	Yeseña	2;0.22	child	2SG	hawajanh	hawajanh.	llama pues.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yadira	ha ix Yadira tzawtej.	a Yadira la estas llamando.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yadira	/ni Yadira, /ni ho'och.	ten Yadira, ten tú comida.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yujwal	yujwal yos.	gracias.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yuk'em	s/yuk' yuk'em nok'.	toma su atol el animal.	poss	Spanish contains possessive: "su"
CY260711.txt	Yeseña	2;0.22	child	2SG	hato	hato kik'an.	hasta mañana.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hate	ni te' hate'.	ten tú palo.	erg	Spanish contains verbal cue: "tú palo"
CY260711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok' chay.	es el pescado.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hat'a	hat'a xela.	en Xela.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hato	hato xela.	hasta allí en Xela.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	haxo	haxo kokape.	ahora nuestra café.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kokape	haxo kokape.	ahora nuestra café.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	1PL	kokape	kokape.	nuestra café.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	1SG	hinmam	winh hinmam.	mi papá.	poss	Spanish contains possessive: "mi"
CY260711.txt	Yeseña	2;0.22	child	2SG	hata	hata tik t'a xela.	fue allí en Xela.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	skan	skan ix.	se queda ella.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yadira	elanh yadira.	quitate Yadira.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kopapis	ixta ko/wa' kopapis.	ya esta vamos a comer.	erg	Spanish contains verbal cue: "vamos"
CY260711.txt	Yeseña	2;0.22	child	3SG	skutej	skutej.	lo hagamos.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hatek	niwan k'olal /ni hatek /ni.	perdón tenga tu comida ve.	poss	Spanish contains possessive: "tu"
CY260711.txt	Yeseña	2;0.22	child	3SG	skal	skal aseyte.	entre aceite.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yo'op	yo'op.	nalgas o trasero.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yonh	¡yonh!	¡oh!	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yulch'en	t'a yulch'en.	en Yulch'en.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yulch'en	yulch'en.	yulch'en.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	haxo	haxo.	ahora.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	komam	winh komam.	nuestro papá.	poss	Spanish contains possessive: "nuestro"
CY260711.txt	Yeseña	2;0.22	child	3SG	yego	yego (Yakin)	D.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kokuchara	k'en kokuchara.	nuestra cucharra.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	3SG	yolchanh	hi' yolchanh.	no_spa	no Spanish translation available
CY260711.txt	Yeseña	2;0.22	child	3SG	schumama	schumama'.	no_spa	no Spanish translation available
CY260711.txt	Yeseña	2;0.22	child	1SG	hintete	¡hi!, ni hintete'.	¡ih!, ten mi juguete.	poss	Spanish contains possessive: "mi"
CY260711.txt	Yeseña	2;0.22	child	2SG	hakape	ni hakape chi'.	tenga tú café.	erg	Spanish contains verbal cue: "tú café"
CY260711.txt	Yeseña	2;0.22	child	3SG	stzuntzej	stzuntzej nene' mis.	molesta el pequeño gatito.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	ya'k'ol	ya'k'ol mis.	dolor de estomago gato.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	3SG	yama	yama'.	agarra.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kokatzitz	w/ikot t'e kokatzitz.	voy a traer nuestras leñas.	poss	Spanish contains possessive: "nuestras"
CY260711.txt	Yeseña	2;0.22	child	3SG	sk'e	sk'e te' kopat.	se construye nuestra casa.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kopat	sk'e te' kopat.	se construye nuestra casa.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	3SG	sko/b'o	to sko/b'o te' kopat.	es que vamos a hacer nuestra casa.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kopat	to sko/b'o te' kopat.	es que vamos a hacer nuestra casa.	ambiguous	poss signal (True) + verb signal
CY260711.txt	Yeseña	2;0.22	child	1PL	kopat	ni naj kopat.	esto seria nuestra casa.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	2SG	hanok	hanok' ol /kochixi.	es lo que vamos a comer de nuevo.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hat'a	hat'a tik.	es aquí.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hat'a	hat'a tik ni.	es aqui ve.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	1PL	kokape	ayok'ab' kokape.	que aíga nuestra café.	poss	Spanish contains possessive: "nuestra"
CY260711.txt	Yeseña	2;0.22	child	1SG	hinkape	jakxo hinkape.	dame otro poco de café.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hat'a	hat'a barilla.	en Barillas.	ambiguous	no possessive or verbal signal detected
CY260711.txt	Yeseña	2;0.22	child	2SG	hatzun	hatzun.	es un.	ambiguous	no possessive or verbal signal detected
